,Scenario,proba_absence,Imputer: remasker,lstm,gain,ice,mice,missforest,sinkhorn,miwae,miracle,EM,mean,median,most_frequent,softimpute
0,MAR,0.1,0.08860223145013459,0.40323920905739963,0.1096765149926918,0.10578131806341716,0.10020120492638607,0.0751046069743948,0.057656002859757735,0.10623407469023673,0.09416749733935904,0.09643563089382058,0.16228791935769915,0.1318210351176419,0.1718926271889632,0.11284163761597829
1,MAR,0.3,0.2976852594891047,1.016198426585036,0.330717049629076,0.3212287339911051,0.2946976147040238,0.25970012255815855,0.17793919030598204,0.31879944887744577,0.3284629616969469,0.31239005282938964,0.513768318536355,0.4317478636536198,0.5631038247492638,0.37770832274637134
2,MAR,0.5,0.5028748124521563,2.223673869736213,0.6447360492954621,0.48748261641436513,0.48035946270417823,0.3803724242304857,0.3468150802290227,0.5332114183180555,0.5284773569695322,0.5033966707163728,0.8078182251932885,0.6642034586949461,0.7125406029930075,0.5376885477854721
3,MAR,0.7,0.7660040149329866,2.573376772912535,0.9758912545654097,0.6842331456914363,0.8067523721862195,0.36174473661971396,0.7388341257839377,0.9439579618408005,1.0892699163564734,0.9138298061804332,1.460642662475018,1.2857113911947213,1.4439671425713334,1.0559714179798878
4,MCAR,0.1,0.18760910565553474,0.7127834512549946,0.22594743106334964,0.19007694793572952,0.19861923857266345,0.15240916119997203,0.10738718664945925,0.22642602311127358,0.19458763652932098,0.19936091260742295,0.3424598030456794,0.2936540201892729,0.3511539273004524,0.23443313640150137
5,MCAR,0.3,0.7155154670919157,2.172085012117547,0.6221448861122052,0.5411061917536216,0.5885491866492001,0.4575998905339986,0.38303787362037345,0.6963469456891486,0.6153863826182959,0.6491287613133653,1.0402025335826066,0.9055192943190435,1.066289113867263,0.6903488956804505
6,MCAR,0.5,1.284846517649359,3.6424481152967876,1.565943958740954,0.7511712289064583,0.9838752309065916,0.6957304051748888,0.7722874877661196,1.145045401942271,1.1413305302393228,1.1308156235090157,1.7290014735950108,1.4891806498677187,1.7316321482773664,1.0723010976430698
7,MCAR,0.7,,,,,,,,,,,,,,
8,MNAR,0.1,0.190490443689587,0.7114515907105451,0.23396690180289573,0.20275917770324525,0.1988078861616264,0.16402900671280896,0.11743386414570453,0.233695055151692,0.2169673676553399,0.20630773076219955,0.34849961043913336,0.30760627917553024,0.3583301187968758,0.24065658119155364
9,MNAR,0.3,0.67396994391078,2.2352906167472337,0.8589232678758333,0.5145471102869394,0.6001098704067083,0.47653779557741116,0.4038263101432888,0.6862097947265038,0.6105736268272697,0.6576406109218669,1.046462437883279,0.9024396468599235,1.0717811712103429,0.7356947463717258
10,MNAR,0.5,1.6203462266120865,3.608544184906726,2.5288163762449325,0.6943941173618448,1.0002976411227118,0.6949650609711541,0.7867066272831758,1.1268028126408418,1.1306156942365926,1.1372091996998883,1.7261901702744191,1.4598259106174603,1.7214738487002303,1.1741321028656324
11,MNAR,0.7,,,,,,,,,,,,,,
